Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lumium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Enderium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Electrical Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Energetic Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Vibrant Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Redstone Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Conductive Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Pulsating Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Dark Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Soularium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten End Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iron Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Crude Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Crystalline Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Melodic Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Stellar Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Crystalline Pink Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Energetic Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Vivid Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Evil Infused Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Enchanted Metal
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Demon Metal
extracells:pattern.fluid:0, ME Fluid Pattern: Oil (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Residue (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Residue (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Residue (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§bCool§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§6Hot§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§cSearing§r)
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Biomass
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Glass
extracells:pattern.fluid:0, ME Fluid Pattern: Honey
extracells:pattern.fluid:0, ME Fluid Pattern: Crushed Ice
extracells:pattern.fluid:0, ME Fluid Pattern: Fruit Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Milk
extracells:pattern.fluid:0, ME Fluid Pattern: Seed Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Short Mead
extracells:pattern.fluid:0, ME Fluid Pattern: Growth Medium
extracells:pattern.fluid:0, ME Fluid Pattern: Bacteria
extracells:pattern.fluid:0, ME Fluid Pattern: Polymerising Bacteria
extracells:pattern.fluid:0, ME Fluid Pattern: Raw DNA
extracells:pattern.fluid:0, ME Fluid Pattern: Bacteria Vector
extracells:pattern.fluid:0, ME Fluid Pattern: Sap
extracells:pattern.fluid:0, ME Fluid Pattern: Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Latex
extracells:pattern.fluid:0, ME Fluid Pattern: Turpentine
extracells:pattern.fluid:0, ME Fluid Pattern: Apple Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Apricot Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Banana Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Cherry Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Elderberry Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Lemon Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Lime Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Orange Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Peach Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Plum Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Carrot Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Tomato Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Cranberry Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Grapefruit Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Olive Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Pineapple Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Pear Juice
extracells:pattern.fluid:0, ME Fluid Pattern: White Grape Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Red Grape Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Cider
extracells:pattern.fluid:0, ME Fluid Pattern: Apricot Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Banana Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Cherry Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Elderberry Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Peach Cider
extracells:pattern.fluid:0, ME Fluid Pattern: Pear Cider
extracells:pattern.fluid:0, ME Fluid Pattern: Plum Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Carrot Wine
extracells:pattern.fluid:0, ME Fluid Pattern: White Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Red Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Sparkling Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Agave Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Potatoes
extracells:pattern.fluid:0, ME Fluid Pattern: Citrus Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Cranberry Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Pineapple Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Tomato Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Fruit Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Ale
extracells:pattern.fluid:0, ME Fluid Pattern: Lager
extracells:pattern.fluid:0, ME Fluid Pattern: Wheat Beer
extracells:pattern.fluid:0, ME Fluid Pattern: Rye Beer
extracells:pattern.fluid:0, ME Fluid Pattern: Corn Beer
extracells:pattern.fluid:0, ME Fluid Pattern: Stout
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Grain Mash
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Wheat Mash
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Rye Mash
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Corn Mash
extracells:pattern.fluid:0, ME Fluid Pattern: Neutral Spirit
extracells:pattern.fluid:0, ME Fluid Pattern: Vodka
extracells:pattern.fluid:0, ME Fluid Pattern: White Rum
extracells:pattern.fluid:0, ME Fluid Pattern: Dark Rum
extracells:pattern.fluid:0, ME Fluid Pattern: Whiskey
extracells:pattern.fluid:0, ME Fluid Pattern: Bourbon
extracells:pattern.fluid:0, ME Fluid Pattern: Rye Whiskey
extracells:pattern.fluid:0, ME Fluid Pattern: Wheat Whiskey
extracells:pattern.fluid:0, ME Fluid Pattern: Fortified Wine
extracells:pattern.fluid:0, ME Fluid Pattern: Tequila
extracells:pattern.fluid:0, ME Fluid Pattern: Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Apple Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Pear Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Apricot Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Plum Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Cherry Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Elderberry Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Citrus Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Fruit Brandy
extracells:pattern.fluid:0, ME Fluid Pattern: Cachaca
extracells:pattern.fluid:0, ME Fluid Pattern: Gin
extracells:pattern.fluid:0, ME Fluid Pattern: Apple Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Pear Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Cherry Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Elderberry Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Apricot Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Fruit Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Almond Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Orange Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Banana Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Chocolate Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Mint Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Hazelnut Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Cinnamon Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Coffee Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Melon Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Anise Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Peach Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Lemon Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Herbal Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Cherry Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Blackcurrant Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Blackberry Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Raspberry Liqueur
extracells:pattern.fluid:0, ME Fluid Pattern: Quicksand
extracells:pattern.fluid:0, ME Fluid Pattern: Honey
extracells:pattern.fluid:0, ME Fluid Pattern: Blood
extracells:pattern.fluid:0, ME Fluid Pattern: Poison
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Spring Water
extracells:pattern.fluid:0, ME Fluid Pattern: Amber
extracells:pattern.fluid:0, ME Fluid Pattern: Crystallized Obsidian
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid XP
extracells:pattern.fluid:0, ME Fluid Pattern: Mutagen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid DNA
extracells:pattern.fluid:0, ME Fluid Pattern: Protein
extracells:pattern.fluid:0, ME Fluid Pattern: Syngas
extracells:pattern.fluid:0, ME Fluid Pattern: Plant Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Biodiesel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Concrete
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium
extracells:pattern.fluid:0, ME Fluid Pattern: Diesel
extracells:pattern.fluid:0, ME Fluid Pattern: Lubricant
extracells:pattern.fluid:0, ME Fluid Pattern: Gasoline
extracells:pattern.fluid:0, ME Fluid Pattern: Napalm
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Water
extracells:pattern.fluid:0, ME Fluid Pattern: Essence
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Latex
extracells:pattern.fluid:0, ME Fluid Pattern: Sewage
extracells:pattern.fluid:0, ME Fluid Pattern: Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Biofuel
extracells:pattern.fluid:0, ME Fluid Pattern: Pink Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Protein
extracells:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Reinforced Pink Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Etching Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Plastic
extracells:pattern.fluid:0, ME Fluid Pattern: LPG
extracells:pattern.fluid:0, ME Fluid Pattern: Gasoline
extracells:pattern.fluid:0, ME Fluid Pattern: Kerosene
extracells:pattern.fluid:0, ME Fluid Pattern: Wub Wub Juice
extracells:pattern.fluid:0, ME Fluid Pattern: Nutrient Distillation
extracells:pattern.fluid:0, ME Fluid Pattern: Dew of the Void
extracells:pattern.fluid:0, ME Fluid Pattern: Vapor of Levity
extracells:pattern.fluid:0, ME Fluid Pattern: Hootch
extracells:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Fire Water
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sunshine
extracells:pattern.fluid:0, ME Fluid Pattern: Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Concentrated Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Fertilizer
extracells:pattern.fluid:0, ME Fluid Pattern: Seared Stone
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Obsidian
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Clay
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Dirt
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Emerald
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Blue Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Purple Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Fluid Yellorium
extracells:pattern.fluid:0, ME Fluid Pattern: Fluid Cyanite
extracells:pattern.fluid:0, ME Fluid Pattern: fluid.fuelcolumn
extracells:pattern.fluid:0, ME Fluid Pattern: Pure Metal
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Draconium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Mithril
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Osmium
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
extracells:storage.component:13, 16k ME Gas Storage Component
extracells:storage.component:14, 64k ME Gas Storage Component
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade:2, ME Upgrade (Tier 1)
extracells:oc.upgrade:1, ME Upgrade (Tier 2)
extracells:oc.upgrade:0, ME Upgrade (Tier 3)
extracells:gas.item, item.extracells.gas.item.name
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock, ME Fluid Interface
extracells:fluidfiller, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive
extracells:vibrantchamberfluid, Fluid Vibration Chamber
fluxnetworks:fluxblock, Flux Block
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
gendustry:mutagen, Mutagen
gendustry:liquiddna, Liquid DNA
gendustry:protein, Protein
gendustry:labware, Genetics Labware
gendustry:waste, Genetic Waste
gendustry:gene_sample_blank, Blank Gene Sample
gendustry:gene_sample, %s Sample - %s
gendustry:gene_template, Genetic Template
gendustry:apiary.upgrade:17, Plains Emulation Upgrade
gendustry:apiary.upgrade:11, Light Upgrade
gendustry:apiary.upgrade:2, Flowering Upgrade
gendustry:apiary.upgrade:20, Winter Emulation Upgrade
gendustry:apiary.upgrade:5, Dryer Upgrade
gendustry:apiary.upgrade:14, Automation Upgrade
gendustry:apiary.upgrade:4, Humidifier Upgrade
gendustry:apiary.upgrade:13, Hell Emulation Upgrade
gendustry:apiary.upgrade:22, Pollen Scrubber Upgrade
gendustry:apiary.upgrade:16, Desert Emulation Upgrade
gendustry:apiary.upgrade:7, Cooler Upgrade
gendustry:apiary.upgrade:1, Lifespan Upgrade
gendustry:apiary.upgrade:10, Seal Upgrade
gendustry:apiary.upgrade:19, Genetic Stabilizer Upgrade
gendustry:apiary.upgrade:18, Jungle Emulation Upgrade
gendustry:apiary.upgrade:3, Territory Upgrade
gendustry:apiary.upgrade:21, Ocean Emulation Upgrade
gendustry:apiary.upgrade:12, Open Sky Upgrade
gendustry:apiary.upgrade:6, Heater Upgrade
